No._Incidente,Fecha,Hora,Localidad,Latitud,Longitud,Tipo_Incidente,Diferencia_Tiempo,Risk_Category,Model_Confidence,Confidence_Band,Risk_Score_Raw,ML_Prob_High,Rule_Label,weapons_score,physical_violence_score,severe_violence_score,threats_score,injuries_score,vulnerable_victims_score,urgency_score,location_risk_score,substance_abuse_score,N_s,neg_direct,neg_absence,neg_contextual,neg_uncertainty,negation_present,vaw_indicator,n_categories_active,text_length,Comentarios
SUR-01102791-23,2023-06-22,19:54:14,SUBA,4.74656308,-74.11745198,934,00:00:06,High Risk,0.9996,high,18.19,0.9996,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,108,INF DE SJ AGREDIENDO A UNA FEMENINA Y UNAS MENORES DE EDAD // NO ARMAS // NO HERIDOS // INTERIOR DE VIVIENDA
SUR-00567485-22,2022-04-01,08:16:35,BARRIOS UNIDOS,4.66030572,-74.08020015,934,00:00:08,High Risk,0.8291,high,19.235,0.8291,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.45,0.9,0.85,0.7,0.0,1.0,1,3,110,SEÑOR GOLPEANDO A MUJER EMBARAZADA // NO TIENE INFORMACIÓN DE ARMAS O HERIDOS YA QUE NO QUIERE ABRIR LA PUERTA
SUR-01489222-22,2022-08-13,17:34:13,TEUSAQUILLO,4.63200791,-74.07079815,934,00:00:06,Low Risk,0.7277,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,0,89,SJT AMENAZANTE CON MUJER EN VIVIENDA--ES AMIGO DE LLAMANTE Y NO SE QUIERE SALIR DEL LUGAR
SUR-00488075-23,2023-03-22,16:54:35,SANTA FE,4.61122666,-74.07429769,934,00:00:26,Moderate Risk,0.9811,high,2.65,0.0189,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,0,1,321,VARIOS SUJETOS INGRESARON AL SITIO A LA FUERZA // SE GENERO RIÑA POR LA SITUACION // SON 3 SUJETOS // NO SABE SI ESTAN ARMADOS // AL PARECER SON FAMILIARES DE UN INQUILINO // NO SE SABE SI HAY HERIDOS // CTO AD [NUMERO_SENSIBLE] DE LA PERSONA QUE ATIENDE EL LUGAR DE NOMBRE DANIELA // ESTA MUY ASUSTADA Y SOLA CON LOS SUJETOS //
SUR-01996679-23,2023-11-06,01:58:06,SUBA,4.73661514,-74.09548945,934,,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,90,NO INDICA DE ARMAS O HERIDOS // SE ESCUCHAN GRITOS Y GOLPES// CASA LADO IZAQUIERDO DEL 520
SUR-02310634-21,2021-10-29,20:23:48,PUENTE ARANDA,4.60011086,-74.12893143,934,00:00:17,Low Risk,1.0,high,3.0,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,46,USUARIA INDICA QUE SU EXPAREJA LE ESTA PEGANDO
SUR-00354666-23,2023-03-01,22:49:58,SUBA,4.73880822,-74.07423598,934,00:00:11,High Risk,1.0,high,8.0,1.0,High Risk,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,85,SR AGRESIVO DENTRO DE LA VIVIENDA CON LA MAMA Y LA HERMANA //TIENE ARMA BLANCA
SUR-00292231-23,2023-02-20,00:04:17,RAFAEL URIBE,4.5772032,-74.10661934,934,00:01:00,Moderate Risk,1.0,high,7.46,0.0,Moderate Risk,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,41,PROGENITOR AGRESIVO // NO ARMA NO HERIDOS
SUR-00972124-23,2023-06-02,23:37:14,KENNEDY,4.63273962,-74.16328726,934,00:00:56,Low Risk,0.9996,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,109,EN LA CUADRA DEL [BARRIO] PUERTA UNA MUJER EN EL PISO Y EL HOMBRE GOLPEANDOLA **
SUR-01513063-22,2022-08-17,09:41:04,SUBA,0.0,0.0,934,00:00:09,Moderate Risk,0.7534,high,5.46,0.0,Moderate Risk,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,119,SJ AL PARECER GOLPEO O VA SEÑORA POR HACELRE UN RECLAMO POR GOLPEAR A UN PERRO NO INF ARMAS O HER / SUBA RINCON
SUR-02163759-21,2021-10-08,03:35:02,FONTIBON,4.67301415,-74.15023158,934,00:00:13,High Risk,0.975,high,16.926,0.975,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,1,3,215,LLAMANTE REIFERE EN EL 3 PISO SJ GOLPEANDO A LA MUJER / NO SABE DE A RMAS O HERIDOS SE ESCUCHAN GRITAR LOS MENORES DE EDAD POR LA CABECERA DEL PARQUE / LLAMANTE ES DE LA MISMA VIVIENDA
SUR-02292798-22,2022-12-09,01:46:24,BOSA,4.61652609,-74.18865628,934,00:00:06,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,143,MASCULINO AGRESIVO DENTRO DE VIVIENDA CON FEMENINA. // EN UNA CANCHA DE TEJO PUERTA BLANCA // AL ALDO DEL SUPERMERCADO 20-10 // BARRIO : LA PAZ
SUR-01003169-23,2023-06-07,11:55:09,RAFAEL URIBE,4.55903994,-74.11703498,611,00:01:02,High Risk,0.5902,medium,8.398,0.5902,High Risk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,77,"PADRASTRO AGREDE A NIÑA DE 2 AÑOS, LA PROGENITORA NO SE ENCUENTRA EN EL LUGAR"
SUR-02297429-22,2022-12-09,21:07:11,SUBA,4.74871136,-74.0516807,934,00:00:34,High Risk,0.9276,high,11.46,0.9276,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,68,PAREJA DE LA LLAMANTE AGRESIVO EN VIVIENDA // NO HERIDOS ARMA BLANCA
SUR-01664148-23,2023-09-17,04:13:22,SUBA,0.0,0.0,934,00:00:15,Low Risk,0.9968,high,3.66,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,54,SUJ AGREDIENDO A MUJER EN VIA PUBLICA//NO INF DE ARMAS
SUR-00590130-23,2023-04-07,11:43:35,,0.0,0.0,934,00:00:15,Moderate Risk,0.8991,high,7.46,0.1009,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,225,VIOLENCIA INTRAFAMILIAR AHAY UN MENOR DE POR MEDIO LA MUJER ESTA GOLPEADA ESTA HERIDA // NO ARMAS LA LLAMANTE NO SUMINISTRA MAS INF Y CUELGA SE LE HACE DOS INTENTOS PARA SABER LA UBICACION Y NO HAY RESPUESTA [BARRIO]
SUR-02345223-21,2021-11-02,22:04:17,SAN CRISTOBAL,4.56493479,-74.0798227,934,,High Risk,0.9996,high,11.46,0.9996,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,218,"EXPAREJA MUY AGRESIVO EN LA VIA PUBLICA, ESTA HACIENDO ESCANDALO, PRETENDE INGRESAR A LA VIVIENDA,,, NO INF DE HERIDOS HASTA EL MOMENTO, AL PARECER PUEDE TENER ARMA BLANCA,,,,,, CASA DE 3 PISOS EN EL BARRIO: LA CASTAÑA"
SUR-01877728-21,2021-08-29,09:11:49,KENNEDY,0.0,0.0,934,00:00:10,Low Risk,1.0,high,3.66,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,71,INTRAFAMILIAR SE ESUCHA QUE ESTAN GOLPEANDO A LA MUJER NO MAS ADATOS
SUR-01580172-21,2021-07-18,05:58:32,SANTA FE,4.58594585,-74.07453969,934,00:00:29,Moderate Risk,1.0,high,4.0,0.0,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,46,RIÑA DENTRO DE LA VIVIEDA / MENORES PRESENTES
SUR-02088055-22,2022-11-10,21:01:03,CIUDAD BOLIVAR,4.54852295,-74.14111328,934,00:00:09,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,78,HAY UNA SEÑORA FORMANDO RIÑA Y AGRESIVA VERBALMENTE /// NO ARMAS NO HERIDOS
SUR-02246717-21,2021-10-19,23:33:39,CIUDAD BOLIVAR,4.56530762,-74.16717529,934,00:00:07,Low Risk,0.9996,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,0,75,RIÑA CON SU PAREJA Y NO LA DEJA SALIR DE LA CASA CON SU HIJO DE 4 AÑOS //
SUR-01512252-21,2021-07-09,13:19:32,BARRIOS UNIDOS,4.65639566,-74.07117647,934,00:00:27,High Risk,0.5047,medium,7.752,0.5047,Moderate Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,90,5 SUJETOS AMBULANTES// INTENTAN GOLPEAR A UNA MUJER EN VIA PUBLICA// NO ARMAS// NO HERIDOS
SUR-01506075-22,2022-08-15,23:57:43,ENGATIVA,0.0,0.0,934,00:00:14,Low Risk,0.9996,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,93,"CASA COLOR BLANCO DE TRES PISOS HAY UNA RIÑA DE PAREJA, ESTA GRITANDO, ESTAN ROMPIENDO COSAS"
SUR-01899518-23,2023-10-22,12:03:48,USAQUEN,4.76943362,-74.02775157,934,00:00:10,Moderate Risk,0.9428,high,7.46,0.0572,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,142,CASA COLOR VERDE JOVEN AGREIENDO A LA PROGENITORA NO HERIDOS NO ARMAS P´RESENCIA DE UNA MENOR DE EDAD LA MUJER TIENE MEDIDA DE PROTECCION
SUR-02275507-21,2021-10-24,06:03:00,CIUDAD BOLIVAR,4.57330322,-74.15667725,934,00:00:06,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,189,ENTRE PAREJA EN LA VIVIENDA -- MUJER 926 ESTÁ AGRESIVA CON EL LLAMANTE Y LA DUEÑA DE LA CASA -- NO ARMAS NI HERIDOS -- [BARRIO] BELTRÁN -- POR UNA VÍA PEATONAL DE ESCALERAS --
SUR-01792620-21,2021-08-17,14:58:08,USME,4.51681599,-74.12089681,934,00:00:08,Moderate Risk,0.8336,high,4.0,0.1461,Moderate Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,203,ANTECEDENTES DE AGRECION SE LO LLEVARON// PERSOAN VOLVIO AL LUGAR ESTA AGRECIBO ALTERADO ESTA CON CUCHILLO BAJO EL EFECTO DE ALUCINOJENOS // HERMANO DE LA LLAMATE// ESTA MAÑANA TAMBIEN AGREDIO A LA MADRE
SUR-01534194-21,2021-07-11,21:05:07,SAN CRISTOBAL,4.55967398,-74.08678285,934,00:00:20,High Risk,0.9996,high,18.19,0.9996,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,123,"EL PROPIETARIO DE LA VIVIENDA EN ESTADO DE EMBRIAGUEZ AGREDIENDO A UNA MUJER Y MENOR DE EDAD, NO INFORMA DE ARMAS O HERIDOS"
SUR-01917334-21,2021-09-04,09:44:51,CIUDAD BOLIVAR,0.0,0.0,934,00:00:21,Moderate Risk,0.8446,high,4.2,0.0048,Moderate Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,201,ENTRE MADRE E HIJO EL R ESTA GOLPEANDO A LA MAMA HAY UN SUPERMERCADO QUE SE LLAMA VILA ESPERANZA ES AL LADO EN UNA CASA DE PUERTAS DORADAS Y FACHADA DE LADRILLO BR VILLA ESPERANZA ARRIBA DE ARABIA
SUR-02602709-21,2021-12-08,05:53:54,BOSA,4.62299918,-74.18616422,934,00:00:14,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63,PELEA FAMILIAR LOS VECINOS TAMBIEN ESTAN IMPLICADOS // PARAISO
SUR-02680353-21,2021-12-18,21:55:15,SUBA,4.74544904,-74.12733546,934,00:00:06,Moderate Risk,0.76,high,4.2,0.0,Moderate Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,155,RIÑA INTRAFAMILIAR AL INTERIOR DE LA VIVIENDA. ESTA AGREDIENDO A LA VECINA DE ARRIBA. LE PIDIO QUE LLAMARA A LA POLICIA DESDE EL BALCON. [BARRIO]
SUR-00793978-23,2023-05-07,17:46:47,CIUDAD BOLIVAR,0.0,0.0,934,,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,64,"RIÑA FAMILIAR, NO HAY HERIDOS NI ARMADOS, DENTRO DE LA VIVIENDA."
SUR-01227239-22,2022-07-05,07:27:08,RAFAEL URIBE,4.55831393,-74.10848737,934,00:00:07,Moderate Risk,0.9971,high,3.46,0.0029,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,171,REPORTA ESPOSO AGRESIVO AL IN DEL INMUEBLE PRESENCIA DE MENORES DE EDAD NO INF DE ARMAS [BARRIO] HA SOLICITADO AYUDA Y NO HAN HECHO PRESENCIA
SUR-01535893-23,2023-08-29,11:48:36,SUBA,4.72383563,-74.08729209,934,00:00:06,Moderate Risk,1.0,high,6.65,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,1,2,70,PAREJA EN RIÑA// NO SABE DE ARMAS NI DE HERIDOS//HAY UN MENOR PRESENTE
SUR-02309501-22,2022-12-11,15:37:03,BOSA,4.62862455,-74.18312604,934,00:00:06,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,42,SJTO AGRESIVO EN VIVIENDA--ROMPE LAS COSAS
SUR-02001960-23,2023-11-06,23:12:07,BOSA,4.64090257,-74.19312428,934,00:00:10,Moderate Risk,1.0,high,2.95,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,1,61,"EX PAREJA DE LA HERMANA AGRESIVO, NO REPORTA ARMAS O HERIDOS."
SUR-01927057-23,2023-10-27,04:17:12,SAN CRISTOBAL,4.5803464,-74.08949224,934,00:00:14,High Risk,0.9724,high,11.46,0.9724,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,109,INDICA QUE HAY UNA PELEA FAMILIAR AL INTERIOR DE LA VIVIENDA//TIENE ARMA BLANCA//NO HAY HERIDOS.
SUR-02184892-21,2021-10-10,13:25:18,USAQUEN,4.72693112,-74.03530867,934,00:00:18,Low Risk,0.8216,high,3.0,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,137,EDIFICIO AL LADO DE LA DIRECCION DE COLOR NEGRO Y LADRILLOS LLAMANTE VE POR LA VENTANA COMO SUJETO GOLPEA A UNA MUJER DENTRO DE UN APTO
SUR-01872645-21,2021-08-28,23:10:49,SUBA,4.74966654,-74.10169581,934,00:00:08,Moderate Risk,0.9428,high,2.95,0.0572,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,1,198,USUARIO REFIERE PAREJA QUE VA PELEANDO DENTRO DE UNA CAMIONETA COLOR BLANCA PLACAS JSN 093 VA EN SENTIDO HACIA LISBOA DESDE EL PORTAL SUBA ALVAN FORCEJEANDO CON LA MUJER NO REFIERE ARMAS NI HERIDOS
SUR-01597443-21,2021-07-20,20:16:45,,0.0,0.0,934,00:00:37,Moderate Risk,1.0,high,4.0,0.0,Moderate Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,379,"LLAMANTE INFORMA DE PERSONA MOLESTANDOLA, DICE QUE ESTA ALTANERA, GROSERA, ES LA EXPAREJA. TIENE UNA PIEDRA. ESTA AL INTERIOR DE LA VIVIENDA. DISPO INFOADICIO:SE REALIZAN RELLAMADAS, POR PARTE DE SUPERVISORA, ERIKA, NO HAY COMUNICACION SE VA A BUZON DE VOZ. DISPO INFOADICIO:SE REALIZAN RELLAMADAS, POR PARTE DE SUPERVISORA, ERIKA, NO HAY COMUNICACION SE VA A BUZON DE VOZ."
SUR-01914480-23,2023-10-24,21:15:38,SUBA,4.69051918,-74.07956494,934,00:00:14,Moderate Risk,1.0,high,2.95,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,0,1,81,INFORMA QUE EL HIJO LA ESTA TRATANDO MAL VERBALMENTE// NO REPORTA ARMAS NO HERIDA
SUR-02457147-21,2021-11-19,20:00:03,BOSA,4.64116565,-74.19584684,934,00:00:10,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,88,"SE COMUNICA CIUDADANO INDICANDO QUE:""HAY UNA RIÑA INTRAFAMILIAR SUENAN GOLPES Y PLATOS."""
SUR-00031094-22,2022-01-05,21:36:03,CIUDAD BOLIVAR,4.55308424,-74.14372569,934,00:00:20,Moderate Risk,0.9809,high,5.46,0.0191,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,205,"INFORMA DE RIÑA INTRAFAMILIAR EN VIVIENDA ,LA HERMANA DEL USUARIA ES UNA PERSONA CONSUMIDORA DE DROGAS ESTA FOMENTANDO RIÑA FUERA DE LA VIVIENDA GOLPENADO LOS VIDRIOS Y LAS PUERTAS DE LA CASA ,NO HERIDOS"
SUR-02275095-21,2021-10-24,04:39:14,ENGATIVA,4.71323338,-74.10198388,934,00:00:40,Moderate Risk,1.0,high,6.65,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,0,2,134,CIUDADANA INF DE UNA RIÑA DENTRO DE LA VIIVIENDA // NO SABE DE ARMAS O HERIDOS // SE ESCUCHAN MENORES GRITAR // /ENTRE LAS ESCALERAS
SUR-01743570-22,2022-09-20,10:21:30,ENGATIVA,4.71103363,-74.14428422,934,00:00:40,Moderate Risk,0.7599,high,7.66,0.2401,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,264,CASA / MENOR DE EDAD DE 14 AÑOS ESTA GOPEANDO A LA MAMA Y ABUELA [NUMERO_SENSIBLE]/ AL PARECER ESTADO 922 SOLICITA AMBULANCIA/ NO ARMAS DISPO MENOR:AGRESORA DISPO MALTMUJER:X HIJA DISPO ADULTMAY:X NIETA DISPO MENOR:AGRESORA DISPO MALTMUJER:X HIJA DISPO ADULTMAY:X NIETA
SUR-00599650-23,2023-04-09,04:35:25,CIUDAD BOLIVAR,4.57514588,-74.15842927,934,00:00:12,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,90,CASA DE TRES PORTONES VERDE DOS PISOS // SUJETO AGRESIVO CON UNA MUJER NO ARMAS NI HERIDOS
SUR-00753790-23,2023-05-01,20:02:01,SAN CRISTOBAL,4.56641457,-74.09983369,934,00:00:28,High Risk,0.9996,high,16.364,0.9996,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,1.0,1,3,342,******LLAMANTE REPORTA QUE SE PRESENTA UNA RIÑA DENTRO DE UNA VIVIENDA// LA PERSONA REFIERE QUE HAY AGRESIÓN VERBAL Y FISICA POR PARTE DE LA PAREJA O FAMILIAR// HAY PRESENCIA DE MENORES DE EDAD// DESCONOCE SI HAY ARMAS O PERSONAS HERIDAS// // REQUIERE PRESENCIA DE POLICIA PARA VERIFICAR LA SITUACIÓN// DICE QUE LE HOMBRE SIEMPRE ES AGRESIVO
SUR-01528325-22,2022-08-19,16:45:39,CIUDAD BOLIVAR,4.57898942,-74.15192694,934,00:00:39,High Risk,0.9508,high,18.19,0.9508,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,3,95,PROBLEMA FAMILIAR CON LA PROGENITORA LO ESTAN AGREDIENDO ES MENOR DE EDAD// NO ARMAS NO HERIDOS
SUR-01718235-22,2022-09-16,21:54:30,CIUDAD BOLIVAR,4.56177139,-74.14200763,934,00:01:45,High Risk,0.9996,high,11.46,0.9996,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,78,AL PARECER ENTRE PAREJA FEMENINA CON ARMA BLANCA// EN VÍA PÚBLICA// NO HERIDOS
SUR-02039698-23,2023-11-12,19:48:24,SAN CRISTOBAL,0.0,0.0,934,00:00:22,Low Risk,0.9996,high,3.66,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,123,REPORTAN QUE UN HOMBRE QUE ESTA AGREDIENDO A UNA MUJER EN LA VIA PUBLICA POR EL LDAO DE PROVINCIA NO BRINDAN DIRECCION
SUR-01496467-23,2023-08-23,19:13:09,BOSA,4.6125122,-74.19817543,934,,High Risk,0.3557,low,3.46,0.3557,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,148,INDICA QUE AGREDEN UNA MUJER EN ESTADO DE GESTACION // NO INDICA DE ARMAS O HERIDOS // A DOS CUADRA DE LA AV CIUDAD DE CALI // [BARRIO]
SUR-00327423-22,2022-02-24,10:23:42,SUBA,4.72005442,-74.09341782,934,00:00:08,Moderate Risk,0.9876,high,4.0,0.0124,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50,EL ESPOSO ESTA AGRESIVO EN PRESENCIA DE MENORES//
SUR-00004164-23,2023-01-01,08:18:02,KENNEDY,0.0,0.0,934,00:00:27,Moderate Risk,1.0,high,5.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,231,INDICA QUE HAY UNA SRA EBRIA AGRESIVA ESTA EN ESTADO DE EMBRIAGUEZ SOLICITA AYUDA NO INFO DE HERIDOS O ARMAS CIUDADANO INDICA PATIO BONITO SE CAMBIA CALLE POR CARRERA POR ASESORIA DE SP DE TURNO SONIA ROJAS
SUR-00196932-23,2023-02-05,05:20:09,KENNEDY,4.6133955,-74.16737911,934,00:00:28,Moderate Risk,0.7771,high,4.0,0.0,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,119,"LLAMANTE REPORTA RIÑA FAMILIAR. INVOLUCRADA ADULTO MAYOR PUENTE DE CATALINA, POR LA SIGUIENTE CUADRA, CASA COLOR AZUL"
SUR-01037219-23,2023-06-12,02:25:16,CIUDAD BOLIVAR,0.0,0.0,934,00:00:14,Moderate Risk,0.6719,medium,4.0,0.0354,Moderate Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,78,SJ CON ARMA BLAMCA Y ROCAS GENERA RIÑA EN VIVIENDA Y DAÑOS / MUJER EN VIVIENDA
SUR-00403368-22,2022-03-07,20:30:12,USAQUEN,0.0,0.0,934,,High Risk,0.9829,high,11.592,0.9829,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,246,"SUJETO BORRACHO ESTA GOLPEANDO LA ESPOSA Y A LOS HIJOS, NO HAY HERIDOS, NO ESTA ARMADO, FRENTE AL ASADERO LA TERNERA DE LUIS. [BARRIO] DIRREPORT:DIRECCIÓN NO VALIDA DISPO DIRREPORT:DIRECCIÓN NO VALIDA DISPO DIRREPORT:DIRECCIÓN NO VALIDA"
SUR-02461160-21,2021-11-20,09:44:36,KENNEDY,4.62234221,-74.13253293,934,00:00:09,Moderate Risk,0.9111,high,4.0,0.0,Moderate Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,177,HAY UNAS PERSONAS ALICORADAS TIRANDO PIEDRA AL LOCAL // DROGADOS // AGRESIVOS // LOCAL: BARBERIA // PLAZA DE LAS AMERICAS // 3 HOMBRES DOS MUJERES // LE PEGARON A LAS MUJERES //
SUR-00084367-23,2023-01-17,10:26:15,BOSA,4.60787172,-74.20107969,934,00:00:10,High Risk,0.2859,low,16.318,0.2859,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,188,RIÑA INTRAFAMILIAR// NO HERIDOS // NO ARMAS // LA HERMANA SE ENCUENTRA EN ESTADO E GESTACION Y ESTA PELENADO CON SU PAPA // AGRESION VERBAL // MENORES DE EDAD EN EL LUGAR // [NUMERO_SENSIBLE]//
